id,codigo,descripcion,categoria,sub_categoria,unidad_medida,material,caracteristica2,caracteristica3,grupo,precio_actual_usd,almacen,cantidad,datos,grup,nombre_producto,id_producto,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock,precio_unitario_usd,costo_logistica_usd,costo_almacenamiento_usd,costo_administrativo_usd,costo_indirecto_total_usd,costo_total_unitario_usd,valor_stock_final_usd
6302-RETENES,6302,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,5.0,,,6302-RETENES,182,2025-05-31,88.0,20,7.0,101.0,24,Proveedor B,4,ok,25.94,2.93,1.02,0.77,4.72,30.66,3096.66
m16-TUERCA,m16,TUERCA,mecanica,TUERCA,unidad,COMUN,m16,,ACERO COMUN,,1.0,48.0,,,m16-TUERCA,183,2025-02-12,33.0,33,3.0,63.0,17,Proveedor D,5,ok,21.46,2.23,1.25,0.57,4.05,25.51,1607.13
9090-RETENES,9090,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,9.0,,,9090-RETENES,184,2025-05-11,63.0,33,29.0,67.0,33,Proveedor B,4,ok,16.33,1.38,0.46,0.55,2.39,18.72,1254.24
M5-TUERCA,M5,TUERCA,mecanica,TUERCA,unidad,COMUN,M5,,ACERO COMUN,,1.0,115.0,,,M5-TUERCA,185,2025-02-07,72.0,26,22.0,76.0,14,Proveedor C,6,ok,5.72,0.5,0.18,0.14,0.82,6.54,497.04
6305RS-Ruleman,6305RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,13.0,,,6305RS-Ruleman,186,2025-03-21,81.0,13,9.0,85.0,12,Proveedor A,4,ok,15.35,1.71,0.77,0.52,3.0,18.35,1559.75
"11,5-MECHA",11.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,11.5,,MECHAS,,,0.0,,,"11,5-MECHA",187,2025-04-07,63.0,16,15.0,64.0,24,Proveedor D,6,ok,25.42,1.4,0.86,0.9,3.16,28.58,1829.12
"M8X1""-ALLEN INOX","M8X1""",ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,"8X1""",,INOXIDABLE,,1.0,0.0,,,"M8X1""-ALLEN INOX",188,2025-01-31,37.0,15,9.0,43.0,31,Proveedor A,6,bajo,2.25,0.18,0.06,0.09,0.33,2.58,110.94
SVCF PLN205-CAJA RODAMIENTO,SVCF PLN205,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,INOXIDABLE,,,ACERO COMUN,,1.0,0.0,,,SVCF PLN205-CAJA RODAMIENTO,189,2025-05-05,0.0,21,9.0,12.0,16,Proveedor D,6,critico,30.34,1.15,0.78,0.48,2.41,32.75,393.0
5-MECHA CENTRO,5,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-MECHA CENTRO,190,2025-04-19,89.0,17,20.0,86.0,12,Proveedor A,7,ok,29.71,3.26,0.31,0.5,4.07,33.78,2905.08
M8X20-BUL HEX INOX,M8X20,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M8X20,,INOXIDABLE,,1.0,-14.0,,,M8X20-BUL HEX INOX,191,2025-06-16,107.0,26,11.0,122.0,29,Proveedor B,5,ok,10.74,1.26,0.3,0.17,1.73,12.47,1521.34
M10X20 -ALLEN INOX,M10X20,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X20,,INOXIDABLE,,1.0,0.0,,,M10X20 -ALLEN INOX,192,2025-05-12,69.0,23,16.0,76.0,21,Proveedor A,3,ok,8.13,0.59,0.38,0.16,1.13,9.26,703.76
M12X45-BUL HEX INOX,M12X45,BUL HEX INOX,MEcanica,BULON INOX,UNIDAD,INOXIDABLE,M12X45,,INOXIDABLE,,,5.0,,,M12X45-BUL HEX INOX,193,2025-01-28,33.0,19,13.0,39.0,28,Proveedor A,6,bajo,8.25,0.28,0.32,0.13,0.73,8.98,350.22
M6X20-BULONES,M6X20,BULONES,mecanica,BULONES,unidad,COMUN,M6X20,VER QUE CABEZA ES,ACERO COMUN,,1.0,0.0,,,M6X20-BULONES,194,2025-05-29,49.0,1,18.0,32.0,20,Proveedor D,4,ok,14.31,,0.57,0.37,2.45,16.76,536.32
UCF206-CAJA RODAMIENTO,UCF206,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,44.0,,,UCF206-CAJA RODAMIENTO,195,2025-04-27,61.0,16,6.0,71.0,8,Proveedor C,5,ok,47.13,4.08,2.36,1.83,8.27,55.4,3933.4
"10,5-MECHA",10.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10.5,,MECHAS,,,0.0,,,"10,5-MECHA",196,2025-05-05,50.0,23,0.0,73.0,17,Proveedor A,5,ok,59.95,5.28,1.84,1.06,8.18,68.13,4973.49
M14-TUERCA,M14,TUERCA,mecanica,TUERCA,unidad,COMUN,M14,,ACERO COMUN,,1.0,0.0,,,M14-TUERCA,197,2025-06-07,102.0,7,27.0,82.0,18,Proveedor B,5,ok,60.52,4.37,0.69,1.1,6.16,66.68,5467.76
M10X40-ALLEN INOX,M10X40,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X40,,INOXIDABLE,0.46,1.0,77.0,,,M10X40-ALLEN INOX,198,2025-03-21,88.0,0,3.0,85.0,22,Proveedor B,7,ok,0.46,0.05,0.01,0.01,0.07,0.53,45.05
51205-Ruleman,51205,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,51205-Ruleman,199,2025-06-23,53.0,26,29.0,50.0,16,Proveedor A,12,ok,14.98,1.61,0.74,0.33,2.68,17.66,883.0
M10X20 -BULONES,M10X20,BULONES,mecanica,BULONES,unidad,COMUN,M10X20,,ACERO COMUN,,1.0,1.0,,,M10X20 -BULONES,200,2025-03-15,68.0,23,8.0,83.0,30,Proveedor D,4,ok,5.09,0.19,0.14,0.06,0.39,5.48,454.84
M17-ARANDELA,M17,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M17,,ACERO COMUN,,1.0,332.0,,,M17-ARANDELA,201,2025-04-03,53.0,8,8.0,53.0,27,Proveedor C,10,ok,12.63,1.12,0.21,0.29,1.62,14.25,755.25
8965-RETENES,8965,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8965-RETENES,202,2025-01-14,121.0,8,13.0,116.0,12,Proveedor D,5,ok,11.46,0.42,0.13,0.22,0.77,12.23,1418.68
M8X100-BULONES,M8X100,BULONES,mecanica,BULONES,unidad,COMUN,M8X100,,ACERO COMUN,,1.0,24.0,,,M8X100-BULONES,203,2025-05-11,97.0,16,24.0,89.0,15,Proveedor A,8,ok,11.19,0.84,0.14,0.23,1.21,12.4,1103.6
"1,25-MECHA",1.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,1.25,,MECHAS,,,5.0,,,"1,25-MECHA",204,2025-06-17,82.0,17,0.0,99.0,27,Proveedor B,2,ok,27.76,2.08,1.56,0.76,4.4,32.16,3183.84
9053-RETENES,9053,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,9053-RETENES,205,2025-01-10,59.0,11,7.0,63.0,12,Proveedor C,4,ok,6.24,0.35,0.25,0.14,0.74,6.98,439.74
10836-RETENES,10836,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,10836-RETENES,206,2025-03-13,16.0,19,19.0,16.0,23,Proveedor D,8,critico,22.95,2.34,0.55,0.83,3.72,26.67,426.72
UCP204-CAJA RODAMIENTO,UCP204,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,4.0,,,UCP204-CAJA RODAMIENTO,207,2025-03-20,61.0,27,4.0,84.0,7,Proveedor B,6,ok,20.88,2.32,0.7,0.28,3.3,24.18,2031.12
6320-RETENES,6320,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,6.0,,,6320-RETENES,208,2025-04-27,44.0,25,20.0,49.0,15,Proveedor D,1,ok,30.74,1.88,1.83,0.35,4.06,34.8,1705.2
M10X15-BUL HEX INOX,M10X15,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M10X15,,INOXIDABLE,,,4.0,,,M10X15-BUL HEX INOX,209,2025-06-22,56.0,29,21.0,64.0,17,Proveedor C,3,ok,6.45,0.26,0.11,0.15,0.52,6.97,446.08
5498-RETENES,5498,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,5498-RETENES,210,2025-02-16,81.0,25,17.0,89.0,19,Proveedor C,5,ok,19.45,1.91,1.08,0.73,3.72,23.17,2062.13
55M-RETENES,55M,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,14.0,,,55M-RETENES,211,2025-01-23,110.0,14,7.0,117.0,23,Proveedor B,7,ok,3.62,0.4,0.07,0.11,0.58,4.2,491.4
T120-TELA ESMERIL,T120,TELA ESMERIL,herramientas,,,,,,VARIOS,,,,,,T120-TELA ESMERIL,212,2025-06-21,67.0,1,15.0,53.0,11,Proveedor D,4,ok,15.75,1.47,0.68,0.56,2.71,18.46,978.38
GAKR8-PB-BULON CON RDAMIENTO,GAKR8-PB,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M8,,ACERO COMUN,,1.0,5.0,,,GAKR8-PB-BULON CON RDAMIENTO,213,2025-03-24,62.0,19,12.0,69.0,24,Proveedor D,6,ok,15.8,1.58,0.91,0.59,3.08,18.88,1302.72
M8X35-ALLEN INOX,M8X35,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X35,,INOXIDABLE,0.29,1.0,240.0,,,M8X35-ALLEN INOX,214,2025-06-20,33.0,12,23.0,22.0,28,Proveedor A,9,critico,0.28,0.03,0.01,0.01,0.05,0.33,7.26
8468-RETENES,8468,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8468-RETENES,215,2025-02-25,39.0,28,16.0,51.0,27,Proveedor B,7,ok,31.16,3.2,0.6,0.41,4.21,35.37,1803.87
5348-RETENES,5348,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,5348-RETENES,216,2025-02-01,75.0,18,17.0,76.0,14,Proveedor B,3,ok,47.4,2.2,2.28,1.63,6.11,53.51,4066.76
"2,5-MECHA",2.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.5,,MECHAS,,,2.0,,,"2,5-MECHA",217,2025-06-03,83.0,22,7.0,98.0,21,Proveedor C,9,ok,14.86,0.64,0.68,0.45,1.77,16.63,1629.74
M12-MACHOS DE ROSCAR (RECTOS),M12,MACHOS DE ROSCAR (RECTOS),mecanica,herramental de corte,unidad,ACERO RAPIDO,M12,,MECHAS,,,2.0,,,M12-MACHOS DE ROSCAR (RECTOS),218,2025-01-30,92.0,19,0.0,111.0,18,Proveedor B,5,ok,22.5,2.48,0.72,0.34,3.54,26.04,2890.44
F210-RODAMIENTO,F210,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,F210-RODAMIENTO,219,2025-03-30,79.0,23,18.0,84.0,24,Proveedor A,3,ok,6.22,0.31,0.3,0.18,0.79,7.01,588.84
M50-ALLEN,M50,ALLEN,mecanica,ALLEN,unidad,COMUN,M50,,ACERO COMUN,,1.0,32.0,,,M50-ALLEN,220,2025-01-27,37.0,13,16.0,34.0,24,Proveedor C,6,bajo,49.54,2.48,2.09,0.89,5.46,55.0,1870.0
6005-2PSC3-RODAMIENTO,6005-2PSC3,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6005-2PSC3-RODAMIENTO,221,2025-04-29,19.0,6,9.0,16.0,35,Proveedor B,14,critico,4.02,0.12,0.06,0.1,0.28,4.3,68.8
SIPP8S-BULON CON RDAMIENTO,SIPP8S,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M8,,ACERO COMUN,,1.0,2.0,,,SIPP8S-BULON CON RDAMIENTO,222,2025-04-26,99.0,13,6.0,106.0,23,Proveedor D,3,ok,55.01,5.93,2.75,1.29,9.97,64.98,6887.88
M6-ALLEN,M6,ALLEN,mecanica,ALLEN,unidad,COMUN,M6,,ACERO COMUN,,1.0,79.0,,,M6-ALLEN,223,2025-01-26,41.0,21,24.0,38.0,25,Proveedor C,3,ok,13.82,1.36,0.68,0.38,2.42,16.24,617.12
M10 X30-BUL HEX INOX,M10 X30,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,10X30,,INOXIDABLE,,,13.0,,,M10 X30-BUL HEX INOX,224,2025-04-10,82.0,16,17.0,81.0,8,Proveedor C,5,ok,1.35,0.13,0.04,0.05,0.22,1.57,127.17
M8X50-BULONES,M8X50,BULONES,mecanica,BULONES,unidad,COMUN,M8X50,,ACERO COMUN,,1.0,67.0,,,M8X50-BULONES,225,2025-02-12,43.0,1,10.0,34.0,7,Proveedor D,9,ok,8.85,0.93,0.12,0.17,1.22,10.07,342.38
6902RS-Ruleman,6902RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,6902RS-Ruleman,226,2025-01-23,65.0,26,25.0,66.0,1587,Proveedor B,4,ok,30.34,0.97,0.98,1.07,3.02,33.36,2201.76
"5,25-MECHA",5.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5.25,,MECHAS,,,0.0,,,"5,25-MECHA",227,2025-03-27,60.0,26,8.0,78.0,21,Proveedor A,6,ok,65.43,6.97,1.9,1.4,10.27,75.7,5904.6
M5-TUERCA,M5,TUERCA,mecanica,TUERCA,unidad,COMUN,M5,,ACERO COMUN,,1.0,115.0,,,M5-TUERCA,228,2025-03-06,29.0,33,4.0,58.0,8,Proveedor A,10,ok,15.79,1.51,0.83,0.22,2.56,18.35,1064.3
3-MECHA,3,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,3,,MECHAS,,,0.0,,,3-MECHA,229,2025-05-09,67.0,29,23.0,73.0,1,Proveedor B,5,ok,21.84,1.58,0.29,0.56,2.43,24.27,1771.71
6320-RETENES,6320,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,6.0,,,6320-RETENES,230,2025-02-05,61.0,17,16.0,62.0,13,Proveedor C,3,ok,43.98,5.22,1.27,1.48,7.97,51.95,3220.9
12-FRESA,12,FRESA,mecanica,herramental de corte,unidad,ACERO RAPIDO,12,,MECHAS,,,1.0,,,12-FRESA,231,2025-06-13,30.0,28,15.0,43.0,4,Proveedor D,7,ok,52.54,4.07,2.86,1.93,8.86,61.4,2640.2
M9-BULONES,M9,BULONES,mecanica,BULONES,unidad,COMUN,M9,,ACERO COMUN,,1.0,16.0,,,M9-BULONES,232,2025-01-14,70.0,25,2.0,93.0,3,Proveedor A,3,ok,13.65,0.83,0.38,0.3,1.51,15.16,1409.88
"M8X1""-ALLEN INOX","M8X1""",ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,"8X1""",,INOXIDABLE,,1.0,0.0,,,"M8X1""-ALLEN INOX",233,2035-01-01,48.0,19,7.0,60.0,15,Proveedor A,9,ok,13.54,1.5,0.53,0.53,2.56,16.1,966.0
4733010-Ruleman,4733010,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,4733010-Ruleman,234,2025-04-13,24.0,7,11.0,20.0,29,Proveedor D,9,critico,38.85,2.69,0.89,0.43,4.01,42.86,857.2
"2,5-MECHA",2.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.5,,MECHAS,,,2.0,,,"2,5-MECHA",235,2025-05-25,66.0,22,33.0,55.0,33,Proveedor D,4,ok,4.6,0.53,0.1,0.09,0.72,5.32,292.6
"3,15-MECHA CENTRO",3.15,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,3.15,,MECHAS,,,2.0,,,"3,15-MECHA CENTRO",236,2025-05-11,50.0,2,21.0,31.0,21,Proveedor D,1,bajo,25.41,2.09,0.9,0.4,3.39,28.8,892.8
NK-NC 60-FLAP,NK-NC 60,FLAP,mecanica,FLAP,unidad,MANTA ABRASIVA,GRANO 60,,DISCOS DE CORTE,,1.0,256.0,,,NK-NC 60-FLAP,237,2025-04-03,116.0,15,23.0,108.0,12,Proveedor D,4,ok,6.64,0.38,0.28,0.08,0.74,7.38,797.04
SIPP8S-BULON CON RDAMIENTO,SIPP8S,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M8,,ACERO COMUN,,1.0,2.0,,,SIPP8S-BULON CON RDAMIENTO,238,2025-05-28,37.0,22,4.0,55.0,4,Proveedor B,5,ok,6.03,0.44,0.35,0.1,0.89,6.92,380.6
M24-ARANDELA INOX,M24,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M24,,INOXIDABLE,,1.0,33.0,,,M24-ARANDELA INOX,239,2025-04-29,54.0,17,24.0,47.0,16,Proveedor D,4,ok,32.55,3.46,1.38,1.02,5.86,38.41,1805.27
"9,25-MECHA",9.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,9.25,,MECHAS,,,0.0,,,"9,25-MECHA",240,2025-01-11,33.0,12,14.0,31.0,33,Proveedor D,1,critico,23.75,1.05,1.16,0.39,2.6,26.35,816.85
M3-ARANDELA INOX,M3,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M3,,INOXIDABLE,,1.0,0.0,,,M3-ARANDELA INOX,241,2025-06-01,0.0,24,16.0,8.0,23,Proveedor A,6,critico,17.02,1.37,0.4,0.28,2.05,19.07,152.56
6211-2RS-Ruleman,6211-2RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6211-2RS-Ruleman,242,2025-04-27,72.0,23,2.0,93.0,31,Proveedor B,3,ok,23.22,2.26,1.17,0.41,3.84,27.06,2516.58
M14-TUERCA INOX,M14,TUERCA INOX,mecanica,TUERCA INOX,unidad,INOXIDABLE,M14,,INOXIDABLE,,1.0,0.0,,,M14-TUERCA INOX,243,2025-05-01,76.0,16,14.0,78.0,12,Proveedor D,10,ok,29.51,2.64,1.71,1.1,5.45,34.96,2726.88
"3,25-MECHA",3.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,3.25,,MECHAS,,,0.0,,,"3,25-MECHA",244,2025-06-30,22.0,21,18.0,25.0,17,Proveedor D,6,bajo,24.61,1.73,1.41,0.81,3.95,28.56,714.0
UCF206-CAJA RODAMIENTO,UCF206,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,INOXIDABLE,,,ACERO COMUN,,1.0,44.0,,,UCF206-CAJA RODAMIENTO,245,2025-05-23,75.0,15,0.0,90.0,21,Proveedor D,9,ok,39.35,3.03,2.13,1.14,6.3,45.65,4108.5
2020-RETENES,2020,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,3.0,,,2020-RETENES,246,2025-06-16,88.0,9,23.0,74.0,23,Proveedor B,5,ok,26.84,3.03,0.61,0.55,4.19,31.03,2296.22
608-RODAMIENTO,608,RODAMIENTO,mecanica,RODAMIENTO,unidad,COMUN,608,,INOXIDABLE,,1.0,16.0,,,608-RODAMIENTO,247,2025-05-17,112.0,27,11.0,128.0,17,Proveedor B,8,ok,25.57,1.75,1.03,0.72,3.5,29.07,3720.96
T80-TELA ESMERIL,T80,TELA ESMERIL,hidraulico,,,,,,VARIOS,,,,,,T80-TELA ESMERIL,248,2025-01-20,71.0,18,13.0,76.0,19,Proveedor D,1,ok,5.25,0.4,0.26,0.15,0.81,6.06,460.56
6302-RETENES,6302,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,5.0,,,6302-RETENES,249,2025-02-07,55.0,24,8.0,71.0,18,Proveedor A,10,ok,59.09,2.13,0.62,1.63,4.38,63.47,4506.37
6005-Z7-Ruleman,6005-Z7,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,6005-Z7-Ruleman,250,2025-06-14,66.0,16,2.0,,20,Proveedor B,3,ok,8.14,0.26,0.3,0.3,0.86,9.0,720.0
9414-RETENES,9414,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9414-RETENES,251,2025-03-22,6.0,8,16.0,0.0,8,Proveedor A,7,critico,10.45,1.03,0.44,0.25,1.72,12.17,0.0
9405-RETENES,9405,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9405-RETENES,252,2025-04-23,99.0,18,4.0,113.0,22,Proveedor A,7,ok,6.93,0.31,0.15,0.17,0.63,7.56,854.28
24M 30M-RETENES,24M 30M,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,6.0,,,24M 30M-RETENES,253,2025-03-17,40.0,23,23.0,40.0,14,Proveedor A,5,ok,52.54,5.6,2.2,0.59,8.39,60.93,2437.2
M8X16-ALLEN INOX,M8X16,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X15,,INOXIDABLE,18.0,1.0,216.0,,,M8X16-ALLEN INOX,254,2025-05-03,73.0,3,22.0,54.0,22,Proveedor B,13,ok,18.19,0.82,0.25,0.32,1.39,19.58,1057.32
60X16-PATAS,60X16,PATAS,mecanica,PATAS,unidad,COMUN,60X16,,INOXIDABLE,,1.0,11.0,,,60X16-PATAS,255,2025-02-24,88.0,7,22.0,73.0,23,Proveedor A,7,ok,9.58,0.79,0.3,0.3,1.39,10.97,800.81
5420-RETENES,5420,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,9.0,,,5420-RETENES,256,2025-06-05,115.0,12,15.0,112.0,6,Proveedor D,4,ok,6.13,0.69,0.28,0.15,1.12,7.25,812.0
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,32005-Ruleman,257,2025-03-14,58.0,9,26.0,41.0,7,Proveedor B,6,ok,9.68,1.07,0.57,0.26,1.9,11.58,474.78
FY508M-CAJA RODAMIENTO,FY508M,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,0,,FY508M-CAJA RODAMIENTO,258,2025-02-06,28.0,12,7.0,33.0,33,Proveedor C,5,critico,16.31,0.9,0.71,0.62,2.23,18.54,611.82
30011X-9-Ruleman,30011X-9,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,30011X-9-Ruleman,259,2025-04-24,52.0,14,5.0,61.0,31,Proveedor D,7,ok,22.97,1.72,0.82,0.74,3.28,26.25,1601.25
9090-RETENES,9090,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,9.0,,,9090-RETENES,260,2025-03-31,37.0,23,12.0,48.0,22,Proveedor B,2,ok,22.9,2.42,0.39,0.38,3.19,26.09,1252.32
6305-2RS-RODAMIENTO,6305-2RS,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6305-2RS-RODAMIENTO,261,2025-02-16,97.0,34,8.0,123.0,12,Proveedor D,6,ok,59.28,4.68,3.17,2.23,10.08,69.36,8531.28
M10-TUERC MARIPOSA MACH,M10,TUERC MARIPOSA MACH,mecanica,TUERC MARIP MACH,unidad,COMUN,M10,,ACERO COMUN,,1.0,-4.0,,,M10-TUERC MARIPOSA MACH,262,2025-05-25,47.0,16,21.0,42.0,11,Proveedor C,11,ok,9.14,0.83,0.35,0.19,1.37,10.51,441.42
6003 2RS-RODAMIENTO,6003 2RS,RODAMIENTO,herramientas,,unidad,,,,MENINO,,1.0,3.0,,,6003 2RS-RODAMIENTO,263,2025-04-24,92.0,12,7.0,97.0,21,Proveedor C,12,ok,12.77,1.42,0.31,0.47,2.2,14.97,1452.09
M6-ALLEN,M6,ALLEN,mecanica,ALLEN,unidad,COMUN,M6,,ACERO COMUN,,1.0,79.0,,,M6-ALLEN,264,2025-02-24,79.0,24,24.0,79.0,22,Proveedor A,6,ok,18.0,0.8,0.81,0.67,2.28,20.28,1602.12
UCP204-CAJA RODAMIENTO,UCP204,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,4.0,,,UCP204-CAJA RODAMIENTO,265,2025-01-28,44.0,16,4.0,56.0,18,Proveedor C,4,ok,5.62,0.18,0.09,0.11,0.38,6.0,336.0
"12,5-MECHA",12.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,12.5,,MECHAS,,,0.0,,,"12,5-MECHA",266,2025-02-25,42.0,19,23.0,38.0,28,Proveedor D,6,bajo,5.0,0.22,0.14,0.14,0.5,5.5,209.0
6001-RS-Ruleman,6001-RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6001-RS-Ruleman,267,2025-06-24,35.0,11,28.0,18.0,12,Proveedor A,1,bajo,6.53,0.61,0.13,0.25,0.99,7.52,135.36
FY508M-CAJA RODAMIENTO,FY508M,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,0,,FY508M-CAJA RODAMIENTO,268,2025-02-07,105.0,9,13.0,101.0,17,Proveedor C,8,ok,22.13,1.39,0.4,0.71,2.5,24.63,2487.63
UCFPL206-CAJA RODAMIENTO,UCFPL206,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,INOXIDABLE,,,ACERO COMUN,,1.0,28.0,,,UCFPL206-CAJA RODAMIENTO,269,2025-05-30,75.0,12,17.0,70.0,11,Proveedor C,1,ok,8.69,0.41,0.22,0.18,0.81,9.5,665.0
8922-RETENES,8922,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,8922-RETENES,270,2025-03-09,26.0,11,19.0,18.0,21,Proveedor D,6,critico,8.04,0.4,0.16,0.22,0.78,8.82,158.76
M8X30-BUL HEX INOX,M8X30,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M8X30,,INOXIDABLE,,1.0,31.0,,,M8X30-BUL HEX INOX,271,2025-01-02,93.0,15,23.0,85.0,23,Proveedor C,11,ok,12.23,0.84,0.54,0.45,1.83,14.06,1195.1
8919-RETENES,8919,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8919-RETENES,272,2025-05-17,68.0,22,19.0,71.0,35,Proveedor A,6,ok,8.48,0.56,0.4,0.27,1.23,9.71,689.41
M10X45-BUL HEX INOX,M10X45,BUL HEX INOX,mecanica,HEXAGONAL,unidad,INOXIDABLE,M10X45,,INOXIDABLE,,,9.0,,,M10X45-BUL HEX INOX,273,2025-05-26,85.0,32,15.0,102.0,16,Proveedor D,3,ok,74.54,8.12,3.37,2.66,14.15,88.69,9046.38
M15-ARANDELA INOX,M15,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M15,,INOXIDABLE,,1.0,9.0,,,M15-ARANDELA INOX,274,2025-06-30,63.0,11,10.0,64.0,30,Proveedor A,4,ok,8.11,0.51,0.48,0.16,1.15,9.26,592.64
