id,codigo,descripcion,categoria,sub_categoria,unidad_medida,material,caracteristica2,caracteristica3,grupo,precio_actual_uusds,almacen,cantidad,datos,grup,nombre_producto,id_producto,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock,precio_unitario_usd,costo_logistica_usd,costo_almacenamiento_usd,costo_administrativo_usd,costo_indirecto_total_usd,costo_total_unitario_usd,valor_stock_final_usd
"10,5-MECHA",10.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10.5,,MECHAS,,,0.0,,,"10,5-MECHA",184,2035-01-01,68,0,10,58.0,11.0,Proveedor D,6,ok,106.25,10.78,3.97,3.45,18.2,124.45,7218.1
M10X20 -ALLEN INOX,M10X20,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X20,,INOXIDABLE,,1.0,0.0,,,M10X20 -ALLEN INOX,185,2025-01-19,75,28,4,99.0,9.0,Proveedor C,7,ok,8.71,1.02,0.11,0.16,1.29,10.0,990.0
4733010-Ruleman,4733010,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,4733010-Ruleman,186,2025-02-11,51,29,30,50.0,10.0,Proveedor B,10,ok,14.28,0.87,0.68,0.18,1.73,16.01,800.5
6303-RODAMIENTO,6303,RODAMIENTO,mecanica,RODAMIENTO,unidad,COMUN,6303,,INOXIDABLE,,1.0,12.0,,,6303-RODAMIENTO,187,2025-01-16,66,25,26,65.0,16.0,Proveedor C,10,ok,21.15,1.58,0.35,0.35,2.28,23.43,1522.95
5-MECHA,5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,0.0,,,5-MECHA,188,2025-04-02,84,15,0,99.0,7.0,Proveedor D,7,ok,9.72,0.84,0.48,0.25,1.57,11.29,1117.71
M8X41-ALLEN INOX,M8X41,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X41,,INOXIDABLE,,,0.0,,,M8X41-ALLEN INOX,189,2025-06-23,21,15,7,29.0,7.0,Proveedor C,8,ok,11.63,0.44,0.35,0.31,1.1,12.73,369.17
9440-RETENES,9440,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,9440-RETENES,190,2025-06-27,53,12,0,65.0,19.0,Proveedor A,6,ok,14.72,0.5,0.23,0.33,1.06,15.78,1025.7
5233-RETENES,5233,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,5233-RETENES,191,2025-04-04,52,10,10,52.0,19.0,Proveedor D,1,ok,35.29,2.82,1.2,1.22,5.24,40.53,2107.56
10X25-ALLEN INOX,10X25,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X25,,INOXIDABLE,,1.0,32.0,,,10X25-ALLEN INOX,192,2025-06-29,51,25,19,57.0,18.0,,10,ok,5.24,0.5,0.08,0.05,0.63,5.87,334.59
M14-TUERCA,M14,TUERCA,mecanica,TUERCA,unidad,COMUN,M14,,ACERO COMUN,,1.0,0.0,,,M14-TUERCA,193,2025-05-13,48,3,17,34.0,13.0,Proveedor A,4,ok,24.28,2.64,0.82,0.33,3.79,28.07,954.38
M10X20 -BULONES,M10X20,BULONES,mecanica,BULONES,unidad,COMUN,M10X20,,ACERO COMUN,,1.0,1.0,,,M10X20 -BULONES,194,2025-05-22,77,23,0,100.0,16.0,Proveedor B,5,ok,5.82,0.5,0.22,0.07,0.79,6.61,661.0
10X15-ALLEN INOX,10X15,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X15,,INOXIDABLE,,,0.0,,,10X15-ALLEN INOX,195,2025-02-04,58,12,11,59.0,26.0,Proveedor B,6,ok,16.88,1.9,0.88,0.32,3.1,19.98,1178.82
M10 X 35-ALLEN INOX,M10 X 35,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X35,,INOXIDABLE,,1.0,100.0,,,M10 X 35-ALLEN INOX,196,2025-02-24,69,18,7,80.0,23.0,Proveedor A,7,ok,13.37,0.83,0.27,0.17,1.27,14.64,1171.2
M3-MECHA MACHO P ROSCAR,M3,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M3,,MECHAS,,,1.0,,,M3-MECHA MACHO P ROSCAR,197,2025-06-26,54,19,5,68.0,20.0,Proveedor A,1,ok,12.42,0.68,0.64,0.38,1.7,14.12,960.16
UCF305-CAJA RODAMIENTO,UCF305,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UCF305-CAJA RODAMIENTO,198,2025-01-16,48,16,14,50.0,24.0,Proveedor A,2,ok,26.9,1.19,0.75,0.5,2.44,29.34,1467.0
M10x25-BUL HEX INOX,M10x25,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M10x25,,INOXIDABLE,,1.0,13.0,,,M10x25-BUL HEX INOX,199,2025-03-31,31,6,7,30.0,30.0,Proveedor C,1,critico,17.57,0.83,0.8,0.56,2.19,19.76,592.8
7439-RETENES,7439,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,7439-RETENES,200,2025-05-18,81,22,18,85.0,30.0,Proveedor A,5,ok,30.72,2.72,1.26,0.49,4.47,35.19,2991.15
M8X50-BULONES,M8X50,BULONES,mecanica,BULONES,unidad,COMUN,M8X50,,ACERO COMUN,,1.0,67.0,,,M8X50-BULONES,201,2035-01-01,54,13,7,60.0,21.0,Proveedor D,7,ok,31.74,1.76,1.05,0.99,3.8,35.54,2132.4
M16X90-BULONES,M16X90,BULONES,mecanica,BULONES HEX,unidad,COMUN,M16X90,,ACERO COMUN,,1.0,22.0,,,M16X90-BULONES,202,2025-03-17,50,18,13,55.0,17.0,Proveedor C,8,ok,31.95,2.81,1.69,0.97,5.47,37.42,2058.1
M5X40-ALLEN INOX,M5X40,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,5X40,,INOXIDABLE,0.12,,,,,M5X40-ALLEN INOX,203,2025-04-30,36,4,13,27.0,4.0,Proveedor A,7,ok,10.14,0.5,0.19,0.16,0.85,10.99,296.73
M24-ARANDELA,M24,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M24,,ACERO COMUN,,1.0,0.0,,,M24-ARANDELA,204,2025-03-22,35,13,16,32.0,24.0,Proveedor A,4,bajo,6.04,0.69,0.3,0.13,1.12,7.16,229.12
6003 RS-RODAMIENTO,6003 RS,RODAMIENTO,electrico,,unidad,,,,MENINO,,1.0,2.0,,,6003 RS-RODAMIENTO,205,2025-04-25,64,32,16,80.0,25.0,Proveedor C,4,ok,28.53,1.88,0.76,0.3,2.94,31.47,2517.6
M20-ARANDELA,M20,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M20,,ACERO COMUN,,1.0,6.0,,,M20-ARANDELA,206,2025-02-16,78,31,21,88.0,4.0,Proveedor A,9,ok,3.65,0.38,0.21,0.06,0.65,4.3,378.4
M12X45-BUL HEX INOX,M12X45,BUL HEX INOX,MEcanica,BULON INOX,UNIDAD,INOXIDABLE,M12X45,,INOXIDABLE,,,5.0,,,M12X45-BUL HEX INOX,207,2025-04-26,55,12,22,45.0,14.0,Proveedor D,8,ok,88.2,7.31,4.07,1.71,13.09,101.29,4558.05
UCF205-RODAMIENTO,UCF205,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UCF205-RODAMIENTO,208,2025-03-09,56,11,8,59.0,25.0,Proveedor A,1,ok,12.79,1.47,0.5,0.42,2.39,15.18,895.62
10X25-ALLEN INOX,10X25,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X25,,INOXIDABLE,,1.0,32.0,,,10X25-ALLEN INOX,209,2025-02-18,53,24,13,64.0,18.0,Proveedor B,5,ok,29.02,1.32,1.49,0.41,3.22,32.24,2063.36
9405-RETENES,9405,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9405-RETENES,210,2025-03-12,68,11,10,69.0,18.0,Proveedor C,5,ok,9.31,1.08,0.26,0.11,1.45,10.76,742.44
M10-MACHOS DE ROSCAR (RECTOS),M10,MACHOS DE ROSCAR (RECTOS),mecanica,herramental de corte,unidad,ACERO RAPIDO,M10,,MECHAS,,,3.0,,,M10-MACHOS DE ROSCAR (RECTOS),211,2025-05-04,89,25,23,91.0,15.0,Proveedor A,5,ok,50.7,4.27,1.94,0.65,6.86,57.56,5237.96
M8X15-BULONES HEXAG,M8X15,BULONES HEXAG,mecanica,BULONES HEXAG,unidad,COMUN,M8X15,,ACERO COMUN,,1.0,0.0,,,M8X15-BULONES HEXAG,212,2025-01-17,109,19,14,114.0,18.0,Proveedor B,3,ok,15.91,1.74,0.63,0.45,2.82,18.73,2135.22
M8-ARANDELA,M8,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M8,,ACERO COMUN,,1.0,503.0,hay una caja,,M8-ARANDELA,213,2025-06-18,74,38,21,91.0,14.0,Proveedor A,6,ok,13.65,0.58,0.24,0.22,1.04,14.69,1336.79
M10 X30-BUL HEX INOX,M10 X30,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,10X30,,INOXIDABLE,,,13.0,,,M10 X30-BUL HEX INOX,214,2025-04-26,48,20,29,39.0,25.0,Proveedor A,5,ok,10.22,0.68,0.45,0.23,1.36,11.58,451.62
M9-BULONES,M9,BULONES,mecanica,BULONES,unidad,COMUN,M9,,ACERO COMUN,,1.0,16.0,,,M9-BULONES,215,2025-06-25,45,16,22,39.0,27.0,Proveedor B,2,bajo,9.26,0.7,0.15,0.33,1.18,10.44,407.16
M10X20 -BUL HEX INOX,M10X20,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M10X20,,INOXIDABLE,,,22.0,,,M10X20 -BUL HEX INOX,216,2025-02-01,70,6,36,40.0,19.0,Proveedor B,6,ok,11.16,0.79,0.26,0.38,1.43,12.59,503.6
M12X60-BUL HEX INOX,M12X60,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M12X60,,INOXIDABLE,,,21.0,,,M12X60-BUL HEX INOX,217,2025-04-30,110,19,25,104.0,26.0,Proveedor D,8,ok,26.85,1.42,0.89,0.97,3.28,30.13,3133.52
M12X30-ALLEN INOX,M12X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M12X30,,INOXIDABLE,,,14.0,,,M12X30-ALLEN INOX,218,2025-06-22,76,9,5,80.0,7.0,Proveedor C,8,ok,21.1,2.52,1.07,0.42,4.01,25.11,2008.8
T120-TELA ESMERIL,T120,TELA ESMERIL,mecanica,,,,,,VARIOS,,,,,,T120-TELA ESMERIL,219,2025-01-23,20,31,12,39.0,22.0,Proveedor A,10,ok,13.67,1.43,0.21,0.44,2.08,15.75,614.25
M12-MECHA MACHO P ROSCAR,M12,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M12,,MECHAS,,,1.0,,,M12-MECHA MACHO P ROSCAR,220,2025-03-02,7,3,9,1.0,20.0,Proveedor A,9,critico,36.62,2.97,0.53,0.96,4.46,41.08,41.08
M10X40-ALLEN INOX,M10X40,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X40,,INOXIDABLE,0.46,1.0,77.0,,,M10X40-ALLEN INOX,221,2025-05-18,123,0,20,103.0,23.0,Proveedor C,8,ok,24.33,2.31,0.75,0.79,3.85,28.18,2902.54
6800-RS-Ruleman,6800-RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6800-RS-Ruleman,222,2025-06-14,51,33,4,80.0,18.0,Proveedor C,4,ok,44.6,3.24,1.97,0.73,5.94,50.54,4043.2
M5-TUERCA,M5,TUERCA,mecanica,TUERCA,unidad,COMUN,M5,,ACERO COMUN,,1.0,115.0,,,M5-TUERCA,223,2025-01-03,104,5,21,88.0,20.0,Proveedor C,5,ok,8.61,0.48,0.19,0.1,0.77,9.38,825.44
686-ZRS-RODAMIENTO,686-ZRS,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,686-ZRS-RODAMIENTO,224,2025-05-05,83,22,11,94.0,9.0,Proveedor C,8,ok,20.66,2.44,0.75,0.43,3.62,24.28,2282.32
M12X45-BUL HEX INOX,M12X45,BUL HEX INOX,MEcanica,BULON INOX,UNIDAD,INOXIDABLE,M12X45,,INOXIDABLE,,,5.0,,,M12X45-BUL HEX INOX,225,2025-05-28,71,8,9,70.0,1.0,Proveedor D,11,ok,5.11,0.34,0.21,0.1,0.65,5.76,403.2
M12-TUERCA AUTOF,M12,TUERCA AUTOF,mecanica,TUERCA,unidad,COMUN,M12,,ACERO COMUN,,1.0,110.0,,,M12-TUERCA AUTOF,226,2025-01-03,30,12,6,36.0,18.0,Proveedor D,10,ok,11.72,0.55,0.52,0.32,1.39,13.11,471.96
M16X60-ALLEN,M16X60,ALLEN,mecanica,ALLEN,unidad,COMUN,M16X60,,ACERO COMUN,,1.0,0.0,,,M16X60-ALLEN,227,2025-01-24,59,18,17,60.0,23.0,Proveedor D,10,ok,28.11,3.23,1.63,0.95,5.81,33.92,2035.2
DSD 75 105 15-RETENES,DSD 75 105 15,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,DSD 75 105 15-RETENES,228,2025-04-10,29,29,17,41.0,31.0,Proveedor B,5,bajo,19.1,2.01,0.6,0.31,2.92,22.02,902.82
6800-RS-Ruleman,6800-RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6800-RS-Ruleman,229,2025-03-08,85,20,10,95.0,32.0,Proveedor D,6,ok,64.58,2.27,2.24,1.57,6.08,70.66,6712.7
6003-2RSH-Ruleman,6003-2RSH,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,23.0,,,6003-2RSH-Ruleman,230,2025-05-19,79,13,12,80.0,10.0,Proveedor C,7,ok,5.96,1500.0,0.27,0.19,0.88,6.84,547.2
61802-2RS-RODAMIENTO,61802-2RS,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61802-2RS-RODAMIENTO,231,2025-06-22,31,18,15,34.0,8.0,Proveedor D,13,ok,5.1,0.45,0.3,0.06,0.81,5.91,200.94
M8-TUERC MARIPOSA MACH,M8,TUERC MARIPOSA MACH,mecanica,TUERC MARIP MACH,unidad,COMUN,M8,,ACERO COMUN,,1.0,-6.0,,,M8-TUERC MARIPOSA MACH,232,2025-01-20,55,19,19,55.0,15.0,Proveedor B,13,ok,11.91,0.46,0.47,0.2,1.13,13.04,717.2
M10-TUERCA INOX AUT,M10,TUERCA INOX AUT,mecanica,TUERCA INOX AUT,unidad,INOXIDABLE,M10,,INOXIDABLE,,1.0,256.0,,,M10-TUERCA INOX AUT,233,2025-02-04,73,0,15,58.0,11.0,Proveedor A,11,ok,23.24,1.5,0.64,0.5,2.64,25.88,1501.04
M12-ARANDELA WROWER,M12,ARANDELA WROWER,mecanica,ARANDELA,unidad,COMUN,M12,,ACERO COMUN,,1.0,36.0,,,M12-ARANDELA WROWER,234,2025-03-26,41,30,24,47.0,28.0,Proveedor B,9,ok,10.39,1.07,0.3,0.31,1.68,12.07,567.29
5348-RETENES,5348,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,5348-RETENES,235,2025-01-03,57,11,6,62.0,26.0,Proveedor C,8,ok,39.25,3.49,2.22,0.52,6.23,45.48,2819.76
M16X30-ALLEN INOX,M16X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M16X30,,INOXIDABLE,,1.0,0.0,,,M16X30-ALLEN INOX,236,2025-01-07,77,11,9,79.0,22.0,Proveedor B,5,ok,10.47,0.91,0.25,0.22,1.38,11.85,936.15
M10-ARANDELA,M10,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M10,,ACERO COMUN,,1.0,708.0,hay una caja,,M10-ARANDELA,237,2025-05-24,24,23,15,32.0,17.0,Proveedor D,6,ok,85.05,3.56,1.61,2.58,7.75,92.8,2969.6
M10-ARANDELA,M10,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M10,,ACERO COMUN,,1.0,708.0,hay una caja,,M10-ARANDELA,238,2025-06-19,101,14,14,101.0,19.0,Proveedor A,3,ok,16.48,1.07,0.84,0.18,2.09,18.57,1875.57
M6-MACHOS,M6,MACHOS,mecanica,herramental de corte,unidad,ACERO RAPIDO,M6,,MECHAS,,,3.0,,,M6-MACHOS,239,2025-01-15,36,22,13,45.0,25.0,Proveedor C,13,ok,26.47,2.23,0.87,0.84,3.94,30.41,1368.45
33108-Ruleman,33108,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,6.0,,,33108-Ruleman,240,2025-03-07,97,23,10,110.0,19.0,Proveedor D,8,ok,4.97,0.46,0.24,0.06,0.76,5.73,630.3
M8X50-BULONES,M8X50,BULONES,mecanica,BULONES,unidad,COMUN,M8X50,,ACERO COMUN,,1.0,67.0,,,M8X50-BULONES,241,2025-05-05,14,3213,6,20.0,9.0,Proveedor D,6,ok,9.59,0.87,0.4,0.22,1.49,11.08,221.6
9451-RETENES,9451,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9451-RETENES,242,2025-04-02,52,11,19,44.0,21.0,Proveedor A,16,ok,48.18,5.56,0.67,0.49,6.72,54.9,2415.6
51205-Ruleman,51205,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,51205-Ruleman,243,2025-05-02,107,21,13,115.0,24.0,Proveedor D,2,ok,20.74,0.95,0.77,0.36,2.08,22.82,2624.3
"9,75-MECHA",9.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,9.75,,MECHAS,,,0.0,,,"9,75-MECHA",244,2025-05-26,61,30,3,88.0,33.0,Proveedor A,6,ok,52.37,3.61,0.65,1.46,5.72,58.09,5111.92
"5,5-MECHA",5.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5.5,,MECHAS,,,0.0,,,"5,5-MECHA",245,2025-04-22,42,17,30,29.0,30.0,Proveedor A,8,critico,18.32,1.18,0.74,0.28,2.2,20.52,595.08
"M8X1""-ALLEN INOX","M8X1""",ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,"8X1""",,INOXIDABLE,,1.0,0.0,,,"M8X1""-ALLEN INOX",246,2025-06-24,56,28,3,81.0,13.0,Proveedor C,3,ok,32.63,1.47,0.87,0.92,3.26,35.89,2907.09
M8X110-BULONES,M8X110,BULONES,mecanica,BULONES,unidad,COMUN,M8X110,,ACERO COMUN,,1.0,7.0,,,M8X110-BULONES,247,2025-04-14,39,26,22,43.0,13.0,Proveedor D,2,ok,2.63,0.27,0.07,0.03,0.37,3.0,129.0
3214TNG-Ruleman,3214TNG,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,1.0,,,3214TNG-Ruleman,248,2025-03-14,59,34,16,77.0,25.0,Proveedor A,7,ok,4.07,0.23,0.09,0.15,0.47,4.54,349.58
T140-TELA ESMERIL,T140,TELA ESMERIL,herramientas,,,,,,VARIOS,,,,,,T140-TELA ESMERIL,249,2025-06-27,67,22,3,86.0,8.0,Proveedor B,8,ok,57.46,5.57,0.85,1.54,7.96,65.42,5626.12
8673-RETENES,8673,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,6.0,,,8673-RETENES,250,2035-01-01,54,6,12,48.0,16.0,Proveedor C,6,ok,31.65,3.23,1.74,0.88,5.85,37.5,1800.0
M8X16-ALLEN INOX,M8X16,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X15,,INOXIDABLE,18,1.0,216.0,,,M8X16-ALLEN INOX,251,2025-03-19,99,23,17,105.0,26.0,Proveedor D,12,ok,9.91,0.74,0.43,0.25,1.42,11.33,1189.65
M4X10-BULON EXAGONAL,M4X10,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,4X10,,ACERO COMUN,,1.0,0.0,-16,,M4X10-BULON EXAGONAL,252,2025-06-15,49,16,28,37.0,9.0,Proveedor C,12,ok,4.48,0.19,0.04,0.07,0.3,4.78,176.86
30108-Ruleman,30108,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,30108-Ruleman,253,2025-06-19,47,28,29,46.0,27.0,Proveedor D,6,ok,10.83,0.76,0.12,0.33,1.21,12.04,553.84
M10-TUERCA AUT,M10,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,"M10 X 1,5",,ACERO COMUN,"USD 0,80",1.0,360.0,ver,,M10-TUERCA AUT,254,2025-04-07,28,24,33,19.0,23.0,Proveedor D,2,critico,19.64,1.71,0.8,0.3,2.81,22.45,426.55
"11,5-MECHA",11.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,11.5,,MECHAS,,,0.0,,,"11,5-MECHA",255,2025-05-01,84,11,19,76.0,1.0,Proveedor C,5,ok,7.69,0.7,0.37,0.09,1.16,8.85,672.6
M8-MACHOS DE ROSCAR (RECTOS),M8,MACHOS DE ROSCAR (RECTOS),mecanica,herramental de corte,unidad,ACERO RAPIDO,M8,,MECHAS,,,3.0,,,M8-MACHOS DE ROSCAR (RECTOS),256,2025-02-01,18,16,13,21.0,19.0,Proveedor C,9,bajo,69.96,7.39,3.6,1.75,12.74,82.7,1736.7
M16X60-ALLEN,M16X60,ALLEN,mecanica,ALLEN,unidad,COMUN,M16X60,,ACERO COMUN,,1.0,0.0,,,M16X60-ALLEN,257,2025-05-12,105,27,21,111.0,7.0,Proveedor A,7,ok,4.94,0.26,0.29,0.16,0.71,5.65,627.15
M5X10-ALLEN INOX,M5X10,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,5X10,,INOXIDABLE,0.05,,0.0,,,M5X10-ALLEN INOX,258,2025-03-08,64,16,10,70.0,8.0,Proveedor C,9,ok,2.43,0.28,0.06,0.08,0.42,2.85,199.5
"M10X65X1,5-BROCA HORMIGON","M10X65X1,5",BROCA HORMIGON,mecanica,BROCA HORMIGON,unidad,COMUN,"M10X1,5",,INOXIDABLE,,1.0,394.0,,,"M10X65X1,5-BROCA HORMIGON",259,2025-01-14,70,11,15,66.0,27.0,Proveedor C,13,ok,32.19,2.08,1.84,0.96,4.88,37.07,2446.62
"3,25-MECHA",3.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,3.25,,MECHAS,,,0.0,,,"3,25-MECHA",260,2025-03-06,70,16,11,75.0,20.0,Proveedor A,6,ok,48.16,2.59,1.57,1.79,5.95,54.11,4058.25
1-MECHA,1,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,1,,MECHAS,,,3.0,,,1-MECHA,261,2025-02-14,73,23,21,75.0,16.0,Proveedor C,9,ok,17.46,1.33,0.95,0.43,2.71,20.17,1512.75
UCF207-CAJA RODAMIENTO,UCF207,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCF207-CAJA RODAMIENTO,262,2025-06-24,22,25,17,30.0,15.0,Proveedor A,3,ok,11.68,1.07,0.12,0.43,1.62,13.3,399.0
10836-RETENES,10836,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,10836-RETENES,263,2025-03-11,20,11,21,10.0,25.0,Proveedor C,7,critico,26.25,1.3,0.31,1.04,2.65,28.9,289.0
UC 204-RODAMIENTO,UC 204,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC 204-RODAMIENTO,264,2025-04-23,78,18,21,75.0,21.0,Proveedor A,9,ok,10.56,1.19,0.39,0.25,1.83,12.39,929.25
4-MECHA,4,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,4,,MECHAS,,,12.0,,,4-MECHA,265,2025-01-11,43,8,26,25.0,19.0,Proveedor C,9,bajo,44.89,1.69,1.23,0.77,3.69,48.58,1214.5
"1,25-MECHA",1.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,1.25,,MECHAS,,,5.0,,,"1,25-MECHA",266,2025-03-06,71,10,11,70.0,17.0,Proveedor D,5,ok,21.42,0.79,0.75,0.25,1.79,23.21,1624.7
9097-RETENES,9097,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9097-RETENES,267,2025-04-16,92,7,0,99.0,28.0,Proveedor B,5,ok,13.36,1.45,0.51,0.34,2.3,15.66,1550.34
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,32005-Ruleman,268,2025-03-21,21,0,17,4.0,16.0,Proveedor A,11,critico,14.65,1.74,0.47,0.24,2.45,17.1,68.4
R55611-RETENES,R55611,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,R55611-RETENES,269,2025-04-28,55,18,21,52.0,12.0,Proveedor A,6,ok,17.49,0.7,0.71,0.4,1.81,19.3,1003.6
24M 30M-RETENES,24M 30M,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,6.0,,,24M 30M-RETENES,270,2025-04-16,44,20,12,52.0,24.0,Proveedor A,5,ok,24.2,2.76,1.22,0.39,4.37,28.57,1485.64
M8X30-ALLEN INOX,M8X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X30,,INOXIDABLE,0.25,1.0,292.0,,,M8X30-ALLEN INOX,271,2025-04-26,47,20,19,48.0,27.0,Proveedor C,11,ok,9.93,0.39,0.24,0.12,0.75,10.68,512.64
M8-TUERCA AUT,M8,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,M8,,ACERO COMUN,,1.0,95.0,,,M8-TUERCA AUT,272,2025-01-11,80,19,26,73.0,27.0,Proveedor D,11,ok,19.32,1.07,0.88,0.46,2.41,21.73,1586.29
SHF25-SOPAPA,SHF25,SOPAPA,mecanica,,unidad,,,,MENINO,,1.0,-4.0,,,SHF25-SOPAPA,273,2025-04-12,91,25,32,84.0,14.0,Proveedor C,4,ok,25.5,1.81,0.48,0.48,2.77,28.27,2374.68
M50-M37-RETENES,M50-M37,RETENES,mecanica,RETENES,unidad,POLIACRILICO,,,ACERO COMUN,,1.0,8.0,,,M50-M37-RETENES,274,2025-01-25,109,23,16,116.0,23.0,Proveedor C,4,ok,17.72,0.69,0.64,0.49,1.82,19.54,2266.64
M6-ARANDELA INOX,M6,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M6,,INOXIDABLE,,1.0,0.0,,,M6-ARANDELA INOX,275,2025-04-21,37,0,32,5.0,25.0,Proveedor B,8,critico,12.03,0.43,0.12,0.18,0.73,12.76,63.8
UCT 205 -CAJA RODAMIENTO,UCT 205,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCT 205 -CAJA RODAMIENTO,276,2025-01-18,63,20,10,73.0,25.0,Proveedor A,10,ok,2.67,0.31,0.14,0.03,0.48,3.15,229.95
